WARNING: A restricted method in java.lang.System has been called
WARNING: java.lang.System::loadLibrary has been called by com.gurobi.gurobi.GurobiJni in an unnamed module (file:/C:/gurobi1301/win64/lib/gurobi.jar)
WARNING: Use --enable-native-access=ALL-UNNAMED to avoid a warning for callers in this module
WARNING: Restricted methods will be blocked in a future release unless native access is enabled

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2780922
Academic license 2780922 - for non-commercial use only - registered to ah___@khas.edu.tr
scaling n=2 seed=1 milp=0.0s obj=50250 heur=50250
scaling n=2 seed=2 milp=0.0s obj=70822 heur=70822
scaling n=2 seed=3 milp=0.0s obj=54214 heur=54214
scaling n=2 seed=4 milp=0.0s obj=57909 heur=57909
scaling n=2 seed=5 milp=0.0s obj=38250 heur=38250
scaling n=2 seed=6 milp=0.0s obj=40883 heur=40883
scaling n=2 seed=7 milp=0.0s obj=69541 heur=69541
scaling n=2 seed=8 milp=0.0s obj=64439 heur=64439
scaling n=2 seed=9 milp=0.0s obj=54491 heur=54491
scaling n=2 seed=10 milp=0.0s obj=43283 heur=43283
scaling n=3 seed=1 milp=0.0s obj=55303 heur=55303
scaling n=3 seed=2 milp=0.0s obj=88121 heur=199424
scaling n=3 seed=3 milp=0.0s obj=69204 heur=69204
scaling n=3 seed=4 milp=0.0s obj=117294 heur=190755
scaling n=3 seed=5 milp=0.0s obj=63411 heur=63411
scaling n=3 seed=6 milp=0.0s obj=62945 heur=62945
scaling n=3 seed=7 milp=0.0s obj=73551 heur=73551
scaling n=3 seed=8 milp=0.0s obj=67666 heur=67666
scaling n=3 seed=9 milp=0.0s obj=60382 heur=60382
scaling n=3 seed=10 milp=0.0s obj=59968 heur=59968
scaling n=4 seed=1 milp=0.0s obj=92545 heur=92545
scaling n=4 seed=2 milp=0.0s obj=126086 heur=226394
scaling n=4 seed=3 milp=0.0s obj=77468 heur=166694
scaling n=4 seed=4 milp=0.0s obj=108552 heur=197219
scaling n=4 seed=5 milp=0.0s obj=62595 heur=62595
scaling n=4 seed=6 milp=0.0s obj=80664 heur=162642
scaling n=4 seed=7 milp=0.0s obj=80867 heur=80867
scaling n=4 seed=8 milp=0.0s obj=89909 heur=174932
scaling n=4 seed=9 milp=0.0s obj=67972 heur=135222
scaling n=4 seed=10 milp=0.0s obj=97707 heur=97707
scaling n=5 seed=1 milp=0.0s obj=90949 heur=192024
scaling n=5 seed=2 milp=0.1s obj=112684 heur=112684
