# instance,rnd-n8-s8
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,2783.83
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2151.86,1355.69,3.7385,362.63
2,2319.86,1406.39,4.4196,318.22
3,2086.92,1348.48,5.0826,265.32
4,1005.35,615.49,2.3197,265.33
5,1809.33,1135.13,4.3961,258.21
6,1292.17,849.16,3.1058,273.41
7,879.43,578.70,1.9187,301.61
8,2017.49,1503.16,3.6224,414.97
# distance matrix (nm), rows/cols 0..n+1
0.00,744.29,1096.53,909.16,974.91,1150.25,1156.25,1150.73,753.90,0.00
744.29,0.00,405.49,174.34,431.75,411.07,439.23,422.41,436.58,0.00
1096.53,405.49,0.00,242.05,246.38,178.75,88.41,122.35,476.40,0.00
909.16,174.34,242.05,0.00,345.35,241.09,265.73,248.15,454.05,0.00
974.91,431.75,246.38,345.35,0.00,417.56,334.47,367.05,259.11,0.00
1150.25,411.07,178.75,241.09,417.56,0.00,108.47,62.36,620.78,0.00
1156.25,439.23,88.41,265.73,334.47,108.47,0.00,46.16,562.47,0.00
1150.73,422.41,122.35,248.15,367.05,62.36,46.16,0.00,584.03,0.00
753.90,436.58,476.40,454.05,259.11,620.78,562.47,584.03,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
