# instance,rnd-n15-s7
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
15,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3646.46
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2347.65,1691.24,5.5647,303.92
2,1034.66,747.49,1.9834,376.86
3,1995.60,1399.33,4.8925,286.01
4,2668.44,2117.66,5.6705,373.45
5,1777.07,1187.79,3.2228,368.56
6,1068.40,763.44,2.2827,334.44
7,1339.60,991.70,3.0517,324.97
8,2160.52,1426.45,5.1193,278.64
9,2115.37,1404.24,4.6200,303.95
10,2596.35,1627.27,4.7090,345.56
11,1391.87,1057.06,2.8111,376.03
12,1313.65,944.19,2.3923,394.69
13,3038.72,2297.01,5.7060,402.56
14,1503.89,1058.55,3.1452,336.57
15,1869.31,1386.18,4.1074,337.48
# distance matrix (nm), rows/cols 0..n+1
0.00,918.17,1154.55,475.88,1162.44,1256.02,971.70,635.41,662.27,319.97,1129.20,775.88,332.48,937.79,1076.14,646.04,0.00
918.17,0.00,288.78,467.31,385.23,443.33,67.94,336.38,519.78,622.02,286.74,524.73,772.22,80.06,227.37,389.46,0.00
1154.55,288.78,0.00,680.43,147.84,163.53,220.84,523.27,615.25,839.71,42.14,563.31,947.97,231.38,78.49,537.20,0.00
475.88,467.31,680.43,0.00,688.17,780.82,511.32,159.65,274.86,159.54,653.86,378.26,314.04,471.87,601.94,186.12,0.00
1162.44,385.23,147.84,688.17,0.00,96.88,322.17,528.93,563.37,842.59,117.16,488.51,920.60,310.61,163.71,520.18,0.00
1256.02,443.33,163.53,780.82,96.88,0.00,376.40,621.23,659.98,936.47,156.59,582.92,1017.38,375.94,216.36,615.72,0.00
971.70,67.94,220.84,511.32,322.17,376.40,0.00,369.29,530.50,668.92,219.87,520.56,808.38,50.58,161.35,411.61,0.00
635.41,336.38,523.27,159.65,528.93,621.23,369.29,0.00,227.69,317.28,495.38,293.97,439.12,325.17,444.89,80.70,0.00
662.27,519.78,615.25,274.86,563.37,659.98,530.50,227.69,0.00,364.90,577.53,114.50,369.02,480.26,544.52,147.98,0.00
319.97,622.02,839.71,159.54,842.59,936.47,668.92,317.28,364.90,0.00,812.58,478.91,202.88,630.63,761.22,326.85,0.00
1129.20,286.74,42.14,653.86,117.16,156.59,219.87,495.38,577.53,812.58,0.00,522.85,914.97,221.01,60.46,504.75,0.00
775.88,524.73,563.31,378.26,488.51,582.92,520.56,293.97,114.50,478.91,522.85,0.00,474.56,470.31,500.22,216.34,0.00
332.48,772.22,947.97,314.04,920.60,1017.38,808.38,439.12,369.02,202.88,914.97,474.56,0.00,764.00,871.34,410.82,0.00
937.79,80.06,231.38,471.87,310.61,375.94,50.58,325.17,480.26,630.63,221.01,470.31,764.00,0.00,160.57,363.58,0.00
1076.14,227.37,78.49,601.94,163.71,216.36,161.35,444.89,544.52,761.22,60.46,500.22,871.34,160.57,0.00,460.54,0.00
646.04,389.46,537.20,186.12,520.18,615.72,411.61,80.70,147.98,326.85,504.75,216.34,410.82,363.58,460.54,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
