# instance,rnd-n20-s8
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
20,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3744.09
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2398.93,1838.16,4.2761,429.86
2,562.21,366.56,1.2685,288.97
3,2589.77,1800.09,5.4550,329.99
4,2178.77,1405.37,4.3254,324.91
5,615.30,402.86,1.2577,320.30
6,547.09,363.53,1.0766,337.68
7,2957.50,2186.06,5.3977,404.99
8,1782.31,1093.82,2.9734,367.87
9,1687.11,1154.60,3.9298,293.81
10,3120.08,2201.92,5.6545,389.41
11,738.71,522.70,1.6016,326.37
12,530.17,324.59,1.0979,295.65
13,1634.79,1240.82,3.5256,351.94
14,1485.83,924.65,2.5565,361.68
15,1483.53,943.34,2.4962,377.92
16,806.62,624.50,1.8990,328.85
17,802.23,507.03,1.3536,374.58
18,700.85,502.61,1.2445,403.86
19,1673.98,1238.04,3.1876,388.39
20,924.70,730.06,2.2694,321.69
# distance matrix (nm), rows/cols 0..n+1
0.00,744.29,1096.53,909.16,974.91,1150.25,1156.25,1150.73,753.90,1093.04,983.35,245.05,150.14,581.34,521.01,224.63,744.76,671.02,623.62,778.70,884.16,0.00
744.29,0.00,405.49,174.34,431.75,411.07,439.23,422.41,436.58,349.05,363.32,669.15,640.31,495.45,719.63,634.86,412.74,537.22,488.33,277.78,154.32,0.00
1096.53,405.49,0.00,242.05,246.38,178.75,88.41,122.35,476.40,224.52,151.89,957.36,967.84,649.96,892.41,935.76,464.16,628.63,616.87,343.08,364.83,0.00
909.16,174.34,242.05,0.00,345.35,241.09,265.73,248.15,454.05,191.14,248.70,810.13,795.94,572.37,813.64,780.31,433.03,587.45,552.64,279.24,135.83,0.00
974.91,431.75,246.38,345.35,0.00,417.56,334.47,367.05,259.11,440.03,108.15,795.95,832.38,450.73,680.43,783.72,254.82,407.80,411.26,205.07,478.24,0.00
1150.25,411.07,178.75,241.09,417.56,0.00,108.47,62.36,620.78,82.71,313.14,1044.44,1035.64,774.78,1019.81,1016.67,604.65,769.38,747.36,462.82,305.87,0.00
1156.25,439.23,88.41,265.73,334.47,108.47,0.00,46.16,562.47,177.11,239.46,1028.72,1032.44,731.93,975.60,1004.95,549.35,714.34,700.20,421.59,366.92,0.00
1150.73,422.41,122.35,248.15,367.05,62.36,46.16,0.00,584.03,133.64,266.61,1032.33,1030.67,746.92,991.60,1006.79,569.49,734.78,717.05,434.68,336.63,0.00
753.90,436.58,476.40,454.05,259.11,620.78,562.47,584.03,0.00,614.92,325.18,551.98,605.47,194.24,422.12,546.26,23.95,152.40,153.02,175.19,553.14,0.00
1093.04,349.05,224.52,191.14,440.03,82.71,177.11,133.64,614.92,0.00,332.00,1001.15,984.40,753.69,997.47,970.92,596.53,758.36,730.08,447.13,229.32,0.00
983.35,363.32,151.89,248.70,108.15,313.14,239.46,266.61,325.18,332.00,0.00,825.86,847.48,503.48,743.73,807.99,313.93,477.57,468.59,207.93,384.24,0.00
245.05,669.15,957.36,810.13,795.95,1044.44,1028.72,1032.33,551.98,1001.15,825.86,0.00,118.09,363.52,277.03,45.47,547.98,445.38,407.12,618.31,822.19,0.00
150.14,640.31,967.84,795.94,832.38,1035.64,1032.44,1030.67,605.47,984.40,847.48,118.09,0.00,431.20,390.13,82.63,597.17,521.08,473.51,640.60,788.30,0.00
581.34,495.45,649.96,572.37,450.73,774.78,731.93,746.92,194.24,753.69,503.48,363.52,431.20,0.00,245.05,363.56,195.91,94.08,43.59,312.47,639.38,0.00
521.01,719.63,892.41,813.64,680.43,1019.81,975.60,991.60,422.12,997.47,743.73,277.03,390.13,245.05,0.00,307.61,430.36,273.48,275.54,557.44,869.83,0.00
224.63,634.86,935.76,780.31,783.72,1016.67,1004.95,1006.79,546.26,970.92,807.99,45.47,82.63,363.56,307.61,0.00,540.31,450.12,406.80,600.06,786.95,0.00
744.76,412.74,464.16,433.03,254.82,604.65,549.35,569.49,23.95,596.53,313.93,547.98,597.17,195.91,430.36,540.31,0.00,165.30,157.02,153.80,530.31,0.00
671.02,537.22,628.63,587.45,407.80,769.38,714.34,734.78,152.40,758.36,477.57,445.38,521.08,94.08,273.48,450.12,165.30,0.00,62.54,311.46,671.22,0.00
623.62,488.33,616.87,552.64,411.26,747.36,700.20,717.05,153.02,730.08,468.59,407.12,473.51,43.59,275.54,406.80,157.02,62.54,0.00,284.68,627.57,0.00
778.70,277.78,343.08,279.24,205.07,462.82,421.59,434.68,175.19,447.13,207.93,618.31,640.60,312.47,557.44,600.06,153.80,311.46,284.68,0.00,380.27,0.00
884.16,154.32,364.83,135.83,478.24,305.87,366.92,336.63,553.14,229.32,384.24,822.19,788.30,639.38,869.83,786.95,530.31,671.22,627.57,380.27,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
