# instance,rnd-n8-s9
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3728.58
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,730.36,455.37,1.5155,300.47
2,576.05,385.86,1.2368,311.98
3,782.66,494.25,1.3765,359.07
4,1627.72,1206.56,3.8354,314.59
5,702.71,531.48,1.6119,329.72
6,2574.32,1700.92,5.4175,313.97
7,3107.15,1983.93,5.4942,361.10
8,1765.33,1088.70,3.1074,350.36
# distance matrix (nm), rows/cols 0..n+1
0.00,938.06,731.74,482.28,751.15,1132.32,411.24,567.67,351.80,0.00
938.06,0.00,207.50,457.49,234.79,216.40,820.22,489.93,645.23,0.00
731.74,207.50,0.00,254.59,107.80,405.09,630.53,313.24,441.56,0.00
482.28,457.49,254.59,0.00,302.04,659.64,479.43,274.35,253.37,0.00
751.15,234.79,107.80,302.04,0.00,387.60,587.55,255.67,428.50,0.00
1132.32,216.40,405.09,659.64,387.60,0.00,960.33,629.62,816.04,0.00
411.24,820.22,630.53,479.43,587.55,960.33,0.00,332.84,228.77,0.00
567.67,489.93,313.24,274.35,255.67,629.62,332.84,0.00,216.27,0.00
351.80,645.23,441.56,253.37,428.50,816.04,228.77,216.27,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
