# instance,rnd-n8-s6
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,2723.66
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1116.46,747.05,2.0765,359.77
2,1687.13,1053.86,3.5161,299.73
3,1072.84,787.61,2.3190,339.63
4,1572.09,1002.92,3.2258,310.91
5,512.49,334.98,1.1013,304.17
6,1953.60,1242.05,4.2353,293.26
7,2269.72,1759.56,5.4658,321.92
8,839.05,600.07,1.7122,350.47
# distance matrix (nm), rows/cols 0..n+1
0.00,724.60,216.12,921.20,1113.17,1280.00,752.93,1238.49,728.81,0.00
724.60,0.00,546.36,263.53,388.62,600.52,127.92,514.55,27.61,0.00
216.12,546.36,0.00,717.06,929.64,1073.25,553.94,1051.76,545.36,0.00
921.20,263.53,717.06,0.00,283.93,359.69,172.65,374.30,241.17,0.00
1113.17,388.62,929.64,283.93,0.00,319.64,389.23,127.59,385.32,0.00
1280.00,600.52,1073.25,359.69,319.64,0.00,531.47,264.76,584.07,0.00
752.93,127.92,553.94,172.65,389.23,531.47,0.00,504.12,100.31,0.00
1238.49,514.55,1051.76,374.30,127.59,264.76,504.12,0.00,509.76,0.00
728.81,27.61,545.36,241.17,385.32,584.07,100.31,509.76,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
