# instance,rnd-n10-s3
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3965.35
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1055.33,736.08,2.4325,302.61
2,3304.46,2336.75,5.7158,408.82
3,1739.43,1283.97,3.8584,332.78
4,2710.02,1766.94,5.8061,304.33
5,1316.42,986.75,3.0969,318.63
6,1450.25,1001.08,3.3429,299.47
7,1208.08,848.34,2.4151,351.26
8,1630.79,1082.73,3.4917,310.09
9,2141.62,1670.26,5.2138,320.35
10,2384.62,1535.04,4.6605,329.37
# distance matrix (nm), rows/cols 0..n+1
0.00,204.52,1094.93,934.70,141.35,1135.95,1217.23,653.70,211.83,313.24,617.27,0.00
204.52,0.00,918.46,760.81,66.31,1027.20,1053.93,571.46,179.89,112.44,439.15,0.00
1094.93,918.46,0.00,160.74,981.48,493.69,177.45,621.16,904.59,853.28,479.84,0.00
934.70,760.81,160.74,0.00,823.08,486.46,301.62,484.64,743.89,700.37,321.66,0.00
141.35,66.31,981.48,823.08,0.00,1072.81,1114.13,606.66,181.90,171.90,501.69,0.00
1135.95,1027.20,493.69,486.46,1072.81,0.00,397.51,486.51,924.33,1015.13,665.76,0.00
1217.23,1053.93,177.45,301.62,1114.13,397.51,0.00,670.30,1016.53,999.64,617.32,0.00
653.70,571.46,621.16,484.64,606.66,486.51,670.30,0.00,443.98,589.33,365.60,0.00
211.83,179.89,904.59,743.89,181.90,924.33,1016.53,443.98,0.00,268.27,438.55,0.00
313.24,112.44,853.28,700.37,171.90,1015.13,999.64,589.33,268.27,0.00,383.50,0.00
617.27,439.15,479.84,321.66,501.69,665.76,617.32,365.60,438.55,383.50,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
