# instance,rnd-n8-s3
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3165.34
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1568.25,1080.02,3.7454,288.36
2,1401.31,888.22,3.0643,289.86
3,2023.30,1574.38,3.4373,458.03
4,1892.13,1231.44,3.6788,334.74
5,2637.79,1758.76,4.4539,394.88
6,1112.93,695.67,2.3000,302.46
7,2339.86,1483.08,4.7393,312.93
8,1487.19,1041.36,3.2571,319.72
# distance matrix (nm), rows/cols 0..n+1
0.00,204.52,1094.93,934.70,141.35,1135.95,1217.23,653.70,211.83,0.00
204.52,0.00,918.46,760.81,66.31,1027.20,1053.93,571.46,179.89,0.00
1094.93,918.46,0.00,160.74,981.48,493.69,177.45,621.16,904.59,0.00
934.70,760.81,160.74,0.00,823.08,486.46,301.62,484.64,743.89,0.00
141.35,66.31,981.48,823.08,0.00,1072.81,1114.13,606.66,181.90,0.00
1135.95,1027.20,493.69,486.46,1072.81,0.00,397.51,486.51,924.33,0.00
1217.23,1053.93,177.45,301.62,1114.13,397.51,0.00,670.30,1016.53,0.00
653.70,571.46,621.16,484.64,606.66,486.51,670.30,0.00,443.98,0.00
211.83,179.89,904.59,743.89,181.90,924.33,1016.53,443.98,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
