# instance,rnd-n15-s10
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
15,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3172.98
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2614.57,1824.42,5.2366,348.40
2,1239.53,798.24,2.2508,354.65
3,1871.76,1375.10,3.4276,401.19
4,571.01,350.62,1.0442,335.80
5,1112.75,771.45,2.3827,323.77
6,2293.05,1583.76,4.2930,368.91
7,667.57,426.14,1.2469,341.77
8,2422.04,1738.10,5.3232,326.52
9,691.58,532.82,1.2690,419.88
10,1815.38,1124.54,3.4507,325.88
11,2143.26,1679.10,4.8118,348.95
12,1952.48,1454.77,4.7626,305.46
13,648.24,462.48,1.1479,402.90
14,2644.15,2110.81,5.4440,387.73
15,936.50,736.42,1.8567,396.63
# distance matrix (nm), rows/cols 0..n+1
0.00,370.58,656.74,474.08,865.10,1189.51,817.31,1264.61,957.92,1043.83,1251.42,689.13,726.20,887.80,1040.46,985.80,0.00
370.58,0.00,403.34,142.62,541.37,823.53,484.92,894.13,650.35,681.02,884.27,349.10,363.34,518.07,670.56,654.23,0.00
656.74,403.34,0.00,480.09,734.99,813.85,237.10,811.98,852.78,716.81,856.65,203.57,308.83,528.89,639.78,806.88,0.00
474.08,142.62,480.09,0.00,403.74,719.56,493.68,807.55,509.75,571.78,782.72,363.05,334.78,430.19,581.03,520.09,0.00
865.10,541.37,734.99,403.74,0.00,416.22,604.16,553.11,118.59,277.90,479.62,539.18,440.02,295.35,365.85,122.24,0.00
1189.51,823.53,813.85,719.56,416.22,0.00,592.15,153.85,427.44,150.43,65.05,622.44,527.76,312.32,174.40,326.71,0.00
817.31,484.92,237.10,493.68,604.16,592.15,0.00,577.11,713.87,514.97,629.45,136.06,178.76,340.86,421.53,646.84,0.00
1264.61,894.13,811.98,807.55,553.11,153.85,577.11,0.00,577.16,275.42,117.77,639.91,560.32,378.30,226.53,475.03,0.00
957.92,650.35,852.78,509.75,118.59,427.44,713.87,577.16,0.00,315.76,484.86,655.54,554.78,389.38,424.91,102.79,0.00
1043.83,681.02,716.81,571.78,277.90,150.43,514.97,275.42,315.76,0.00,215.32,516.45,414.49,189.89,120.14,213.74,0.00
1251.42,884.27,856.65,782.72,479.62,65.05,629.45,117.77,484.86,215.32,0.00,670.07,578.90,369.44,223.58,385.85,0.00
689.13,349.10,203.57,363.05,539.18,622.44,136.06,639.91,655.54,516.45,670.07,0.00,105.27,327.18,448.28,604.86,0.00
726.20,363.34,308.83,334.78,440.02,527.76,178.76,560.32,554.78,414.49,578.90,105.27,0.00,224.61,355.38,500.61,0.00
887.80,518.07,528.89,430.19,295.35,312.32,340.86,378.30,389.38,189.89,369.44,327.18,224.61,0.00,152.68,310.45,0.00
1040.46,670.56,639.78,581.03,365.85,174.40,421.53,226.53,424.91,120.14,223.58,448.28,355.38,152.68,0.00,325.93,0.00
985.80,654.23,806.88,520.09,122.24,326.71,646.84,475.03,102.79,213.74,385.85,604.86,500.61,310.45,325.93,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
