# instance,rnd-n8-s1
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,2225.49
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1854.57,1253.02,4.2995,291.44
2,915.64,696.85,1.6988,410.20
3,517.31,387.36,1.0251,377.86
4,848.81,601.73,1.7101,351.86
5,1713.44,1241.68,3.8855,319.57
6,773.52,489.03,1.9235,254.23
7,960.41,763.30,1.8903,403.80
8,1066.58,686.37,2.2271,308.18
# distance matrix (nm), rows/cols 0..n+1
0.00,534.31,642.40,45.32,1119.40,1116.92,573.27,759.91,1081.82,0.00
534.31,0.00,327.21,493.54,635.41,630.32,213.57,286.01,564.92,0.00
642.40,327.21,0.00,597.34,848.24,840.36,115.11,213.49,525.63,0.00
45.32,493.54,597.34,0.00,1086.91,1084.14,528.00,715.16,1037.95,0.00
1119.40,635.41,848.24,1086.91,0.00,10.43,775.69,650.11,546.91,0.00
1116.92,630.32,840.36,1084.14,10.43,0.00,768.63,641.55,536.50,0.00
573.27,213.57,115.11,528.00,775.69,768.63,0.00,198.93,531.57,0.00
759.91,286.01,213.49,715.16,650.11,641.55,198.93,0.00,332.65,0.00
1081.82,564.92,525.63,1037.95,546.91,536.50,531.57,332.65,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
