# instance,rnd-n10-s9
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,2703.87
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1242.13,763.98,2.6437,288.98
2,2250.26,1605.37,5.2150,307.84
3,871.32,544.12,1.6098,338.01
4,1056.27,820.40,1.8986,432.11
5,1326.69,1034.50,2.8796,359.26
6,2253.23,1541.87,5.1384,300.07
7,2168.02,1350.97,5.2027,259.67
8,785.29,614.57,1.8622,330.03
9,1629.68,978.19,3.9542,247.38
10,1435.46,906.96,2.6697,339.72
# distance matrix (nm), rows/cols 0..n+1
0.00,938.06,731.74,482.28,751.15,1132.32,411.24,567.67,351.80,750.09,547.54,0.00
938.06,0.00,207.50,457.49,234.79,216.40,820.22,489.93,645.23,566.60,928.91,0.00
731.74,207.50,0.00,254.59,107.80,405.09,630.53,313.24,441.56,454.57,754.21,0.00
482.28,457.49,254.59,0.00,302.04,659.64,479.43,274.35,253.37,496.71,633.37,0.00
751.15,234.79,107.80,302.04,0.00,387.60,587.55,255.67,428.50,356.63,694.27,0.00
1132.32,216.40,405.09,659.64,387.60,0.00,960.33,629.62,816.04,632.75,1043.62,0.00
411.24,820.22,630.53,479.43,587.55,960.33,0.00,332.84,228.77,407.31,165.31,0.00
567.67,489.93,313.24,274.35,255.67,629.62,332.84,0.00,216.27,226.85,442.17,0.00
351.80,645.23,441.56,253.37,428.50,816.04,228.77,216.27,0.00,408.66,389.19,0.00
750.09,566.60,454.57,496.71,356.63,632.75,407.31,226.85,408.66,0.00,432.92,0.00
547.54,928.91,754.21,633.37,694.27,1043.62,165.31,442.17,389.19,432.92,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
