# instance,rnd-n10-s6
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3439.74
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1272.18,830.43,2.9959,277.19
2,1370.37,944.23,2.5656,368.04
3,1394.35,842.26,3.1838,264.55
4,1194.78,871.49,2.6338,330.88
5,1103.24,859.02,2.5317,339.31
6,794.71,499.46,1.3815,361.53
7,1675.00,1303.98,3.2514,401.06
8,1735.02,1352.50,4.0028,337.89
9,2866.45,1851.73,5.8359,317.30
10,1785.69,1321.69,4.0633,325.27
# distance matrix (nm), rows/cols 0..n+1
0.00,724.60,216.12,921.20,1113.17,1280.00,752.93,1238.49,728.81,967.00,738.97,0.00
724.60,0.00,546.36,263.53,388.62,600.52,127.92,514.55,27.61,335.24,248.30,0.00
216.12,546.36,0.00,717.06,929.64,1073.25,553.94,1051.76,545.36,758.22,527.16,0.00
921.20,263.53,717.06,0.00,283.93,359.69,172.65,374.30,241.17,74.49,209.14,0.00
1113.17,388.62,929.64,283.93,0.00,319.64,389.23,127.59,385.32,314.24,479.35,0.00
1280.00,600.52,1073.25,359.69,319.64,0.00,531.47,264.76,584.07,315.96,549.82,0.00
752.93,127.92,553.94,172.65,389.23,531.47,0.00,504.12,100.31,233.31,128.30,0.00
1238.49,514.55,1051.76,374.30,127.59,264.76,504.12,0.00,509.76,383.40,580.73,0.00
728.81,27.61,545.36,241.17,385.32,584.07,100.31,509.76,0.00,311.70,221.61,0.00
967.00,335.24,758.22,74.49,314.24,315.96,233.31,383.40,311.70,0.00,233.97,0.00
738.97,248.30,527.16,209.14,479.35,549.82,128.30,580.73,221.61,233.97,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
