# instance,rnd-n10-s8
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3414.52
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1674.77,1278.35,4.1226,310.08
2,564.43,368.45,1.2651,291.25
3,756.28,556.50,1.8347,303.33
4,551.04,377.04,1.2894,292.43
5,640.62,407.91,1.4013,291.10
6,1126.26,793.89,2.4589,322.87
7,2683.84,1962.01,4.9239,398.47
8,2845.43,1737.82,5.0251,345.83
9,940.24,731.70,2.0802,351.74
10,1420.29,1041.10,2.8688,362.90
# distance matrix (nm), rows/cols 0..n+1
0.00,744.29,1096.53,909.16,974.91,1150.25,1156.25,1150.73,753.90,1093.04,983.35,0.00
744.29,0.00,405.49,174.34,431.75,411.07,439.23,422.41,436.58,349.05,363.32,0.00
1096.53,405.49,0.00,242.05,246.38,178.75,88.41,122.35,476.40,224.52,151.89,0.00
909.16,174.34,242.05,0.00,345.35,241.09,265.73,248.15,454.05,191.14,248.70,0.00
974.91,431.75,246.38,345.35,0.00,417.56,334.47,367.05,259.11,440.03,108.15,0.00
1150.25,411.07,178.75,241.09,417.56,0.00,108.47,62.36,620.78,82.71,313.14,0.00
1156.25,439.23,88.41,265.73,334.47,108.47,0.00,46.16,562.47,177.11,239.46,0.00
1150.73,422.41,122.35,248.15,367.05,62.36,46.16,0.00,584.03,133.64,266.61,0.00
753.90,436.58,476.40,454.05,259.11,620.78,562.47,584.03,0.00,614.92,325.18,0.00
1093.04,349.05,224.52,191.14,440.03,82.71,177.11,133.64,614.92,0.00,332.00,0.00
983.35,363.32,151.89,248.70,108.15,313.14,239.46,266.61,325.18,332.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
