# instance,rnd-n15-s4
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
15,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3103.85
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1948.70,1519.07,3.7887,400.95
2,963.06,606.36,2.0726,292.57
3,2586.54,1842.54,4.4042,418.36
4,1385.14,923.99,2.4617,375.35
5,2411.99,1792.98,4.6095,388.98
6,630.31,445.38,1.2862,346.28
7,2213.90,1711.30,4.1168,415.69
8,1759.21,1312.42,3.5206,372.78
9,2517.16,1592.60,5.1697,308.07
10,2042.99,1411.68,4.2896,329.09
11,2119.07,1626.27,5.1446,316.11
12,1599.89,1057.32,3.1824,332.24
13,2274.49,1535.48,4.1866,366.76
14,1228.65,903.49,2.2448,402.49
15,2033.99,1403.08,5.0238,279.28
# distance matrix (nm), rows/cols 0..n+1
0.00,1113.29,819.41,567.51,986.31,1232.91,156.16,1155.93,272.84,1001.47,534.02,920.81,1078.20,309.57,716.06,693.71,0.00
1113.29,0.00,301.98,1130.75,135.13,347.93,1075.22,44.22,858.30,313.21,858.77,192.83,42.84,1030.39,567.50,421.40,0.00
819.41,301.98,0.00,924.45,197.31,544.22,796.75,341.94,576.63,365.73,654.28,114.53,263.06,775.41,416.04,127.51,0.00
567.51,1130.75,924.45,0.00,998.41,1076.04,412.33,1173.68,487.78,879.59,273.41,974.40,1112.73,269.44,566.54,815.01,0.00
986.31,135.13,197.31,998.41,0.00,358.34,942.79,179.29,727.29,232.78,725.75,84.36,114.71,895.42,438.66,301.71,0.00
1232.91,347.93,544.22,1076.04,358.34,0.00,1151.96,353.35,960.26,231.45,831.88,440.08,380.18,1062.19,542.46,617.24,0.00
156.16,1075.22,796.75,412.33,942.79,1151.96,0.00,1119.06,220.24,922.80,395.23,886.85,1044.00,154.71,616.75,669.34,0.00
1155.93,44.22,341.94,1173.68,179.29,353.35,1119.06,0.00,901.90,345.42,901.99,235.12,78.89,1074.61,609.58,463.23,0.00
272.84,858.30,576.63,487.78,727.29,960.26,220.24,901.90,0.00,728.88,329.81,668.47,826.01,241.84,447.75,449.17,0.00
1001.47,313.21,365.73,879.59,232.78,231.45,922.80,345.42,728.88,0.00,621.33,289.25,320.49,839.30,322.99,408.76,0.00
534.02,858.77,654.28,273.41,725.75,831.88,395.23,901.99,329.81,621.33,0.00,701.07,839.85,257.72,300.31,550.19,0.00
920.81,192.83,114.53,974.40,84.36,440.08,886.85,235.12,668.47,289.25,701.07,0.00,157.77,850.89,430.29,228.63,0.00
1078.20,42.84,263.06,1112.73,114.71,380.18,1044.00,78.89,826.01,320.49,839.85,157.77,0.00,1003.76,553.28,384.96,0.00
309.57,1030.39,775.41,269.44,895.42,1062.19,154.71,1074.61,241.84,839.30,257.72,850.89,1003.76,0.00,519.74,652.06,0.00
716.06,567.50,416.04,566.54,438.66,542.46,616.75,609.58,447.75,322.99,300.31,430.29,553.28,519.74,0.00,352.53,0.00
693.71,421.40,127.51,815.01,301.71,617.24,669.34,463.23,449.17,408.76,550.19,228.63,384.96,652.06,352.53,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
