# instance,rnd-n10-s4
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3336.30
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2780.25,2102.63,5.0381,417.34
2,2759.00,1683.77,5.4654,308.08
3,1356.22,1059.64,2.7341,387.57
4,1970.65,1407.74,3.8523,365.42
5,2430.75,1615.64,5.4882,294.38
6,933.29,734.77,1.7407,422.12
7,1746.25,1331.82,3.8089,349.66
8,1457.26,1053.99,2.6769,393.73
9,1886.08,1301.52,4.5840,283.93
10,1922.99,1418.74,3.6651,387.09
# distance matrix (nm), rows/cols 0..n+1
0.00,1113.29,819.41,567.51,986.31,1232.91,156.16,1155.93,272.84,1001.47,534.02,0.00
1113.29,0.00,301.98,1130.75,135.13,347.93,1075.22,44.22,858.30,313.21,858.77,0.00
819.41,301.98,0.00,924.45,197.31,544.22,796.75,341.94,576.63,365.73,654.28,0.00
567.51,1130.75,924.45,0.00,998.41,1076.04,412.33,1173.68,487.78,879.59,273.41,0.00
986.31,135.13,197.31,998.41,0.00,358.34,942.79,179.29,727.29,232.78,725.75,0.00
1232.91,347.93,544.22,1076.04,358.34,0.00,1151.96,353.35,960.26,231.45,831.88,0.00
156.16,1075.22,796.75,412.33,942.79,1151.96,0.00,1119.06,220.24,922.80,395.23,0.00
1155.93,44.22,341.94,1173.68,179.29,353.35,1119.06,0.00,901.90,345.42,901.99,0.00
272.84,858.30,576.63,487.78,727.29,960.26,220.24,901.90,0.00,728.88,329.81,0.00
1001.47,313.21,365.73,879.59,232.78,231.45,922.80,345.42,728.88,0.00,621.33,0.00
534.02,858.77,654.28,273.41,725.75,831.88,395.23,901.99,329.81,621.33,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
