# instance,rnd-n20-s3
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
20,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3604.77
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1776.53,1185.04,3.5554,333.30
2,1477.24,902.24,2.5982,347.25
3,3003.98,2137.81,5.4975,388.87
4,857.29,532.01,2.0932,254.16
5,1957.19,1285.59,3.7853,339.63
6,2672.81,1645.04,4.5430,362.10
7,1306.47,913.31,2.2927,398.35
8,898.02,654.91,1.7025,384.68
9,2403.08,1517.16,4.3668,347.43
10,1553.14,978.27,3.2410,301.84
11,598.80,465.67,1.0360,449.48
12,1317.13,1043.38,2.4015,434.47
13,1010.93,776.33,1.8731,414.47
14,2801.50,1717.53,5.3678,319.97
15,2345.84,1407.82,5.4810,256.86
16,1424.46,860.45,3.2505,264.71
17,1558.72,939.49,3.3127,283.60
18,1344.49,1005.11,3.1537,318.70
19,2267.98,1481.14,4.5876,322.85
20,1770.60,1404.91,3.0108,466.62
# distance matrix (nm), rows/cols 0..n+1
0.00,204.52,1094.93,934.70,141.35,1135.95,1217.23,653.70,211.83,313.24,617.27,494.38,1177.48,654.79,421.03,1167.03,528.96,399.78,596.34,756.91,758.65,0.00
204.52,0.00,918.46,760.81,66.31,1027.20,1053.93,571.46,179.89,112.44,439.15,291.15,1039.59,552.95,236.10,1047.22,326.94,197.87,467.26,563.21,575.84,0.00
1094.93,918.46,0.00,160.74,981.48,493.69,177.45,621.16,904.59,853.28,479.84,726.86,327.31,565.83,682.41,439.07,626.98,794.70,541.69,383.40,344.09,0.00
934.70,760.81,160.74,0.00,823.08,486.46,301.62,484.64,743.89,700.37,321.66,586.28,370.75,424.56,524.78,452.37,481.05,646.81,386.32,251.69,192.66,0.00
141.35,66.31,981.48,823.08,0.00,1072.81,1114.13,606.66,181.90,171.90,501.69,353.14,1093.33,594.10,299.35,1096.02,393.16,258.44,516.01,629.05,639.78,0.00
1135.95,1027.20,493.69,486.46,1072.81,0.00,397.51,486.51,924.33,1015.13,665.76,970.05,194.38,481.64,826.17,74.63,858.89,995.58,560.72,700.48,613.55,0.00
1217.23,1053.93,177.45,301.62,1114.13,397.51,0.00,670.30,1016.53,999.64,617.32,887.36,204.74,626.46,819.37,328.65,782.67,948.20,633.90,547.96,494.21,0.00
653.70,571.46,621.16,484.64,606.66,486.51,670.30,0.00,443.98,589.33,365.60,611.46,564.42,65.35,422.21,526.48,517.93,598.97,172.43,509.17,432.40,0.00
211.83,179.89,904.59,743.89,181.90,924.33,1016.53,443.98,0.00,268.27,438.55,415.08,967.69,442.99,268.28,955.24,404.59,337.35,387.97,595.98,580.53,0.00
313.24,112.44,853.28,700.37,171.90,1015.13,999.64,589.33,268.27,0.00,383.50,181.46,1006.27,558.85,190.31,1027.15,236.01,86.54,457.88,482.67,509.47,0.00
617.27,439.15,479.84,321.66,501.69,665.76,617.32,365.60,438.55,383.50,0.00,304.52,629.22,305.04,203.13,664.83,193.14,341.41,194.28,170.92,142.39,0.00
494.38,291.15,726.86,586.28,353.14,970.05,887.36,611.46,415.08,181.46,304.52,0.00,927.22,564.60,198.64,968.88,111.71,95.30,449.68,343.76,395.25,0.00
1177.48,1039.59,327.31,370.75,1093.33,194.38,204.74,564.42,967.69,1006.27,629.22,927.22,0.00,537.10,816.86,123.92,816.27,970.58,581.37,615.40,539.31,0.00
654.79,552.95,565.83,424.56,594.10,481.64,626.46,65.35,442.99,558.85,305.04,564.60,537.10,0.00,382.39,513.13,466.47,560.17,116.36,444.49,367.09,0.00
421.03,236.10,682.41,524.78,299.35,826.17,819.37,422.21,268.28,190.31,203.13,198.64,816.86,382.39,0.00,836.98,143.00,177.78,273.94,336.70,340.50,0.00
1167.03,1047.22,439.07,452.37,1096.02,74.63,328.65,526.48,955.24,1027.15,664.83,968.88,123.92,513.13,836.98,0.00,857.19,1001.39,580.27,681.01,597.45,0.00
528.96,326.94,626.98,481.05,393.16,858.89,782.67,517.93,404.59,236.01,193.14,111.71,816.27,466.47,143.00,857.19,0.00,168.01,350.21,248.61,288.60,0.00
399.78,197.87,794.70,646.81,258.44,995.58,948.20,598.97,337.35,86.54,341.41,95.30,970.58,560.17,177.78,1001.39,168.01,0.00,450.77,416.21,454.18,0.00
596.34,467.26,541.69,386.32,516.01,560.72,633.90,172.43,387.97,457.88,194.28,449.68,581.37,116.36,273.94,580.27,350.21,450.77,0.00,348.05,281.74,0.00
756.91,563.21,383.40,251.69,629.05,700.48,547.96,509.17,595.98,482.67,170.92,343.76,615.40,444.49,336.70,681.01,248.61,416.21,348.05,0.00,90.47,0.00
758.65,575.84,344.09,192.66,639.78,613.55,494.21,432.40,580.53,509.47,142.39,395.25,539.31,367.09,340.50,597.45,288.60,454.18,281.74,90.47,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
