# instance,rnd-n8-s10
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3353.03
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1792.72,1152.80,3.1845,362.00
2,2564.03,1741.08,5.7851,300.96
3,1233.91,833.49,2.4947,334.10
4,1935.68,1459.76,4.2884,340.40
5,2794.20,2150.03,4.9645,433.08
6,1733.45,1126.80,3.4823,323.58
7,2116.82,1475.64,4.7677,309.51
8,2487.37,1496.82,4.6523,321.74
# distance matrix (nm), rows/cols 0..n+1
0.00,370.58,656.74,474.08,865.10,1189.51,817.31,1264.61,957.92,0.00
370.58,0.00,403.34,142.62,541.37,823.53,484.92,894.13,650.35,0.00
656.74,403.34,0.00,480.09,734.99,813.85,237.10,811.98,852.78,0.00
474.08,142.62,480.09,0.00,403.74,719.56,493.68,807.55,509.75,0.00
865.10,541.37,734.99,403.74,0.00,416.22,604.16,553.11,118.59,0.00
1189.51,823.53,813.85,719.56,416.22,0.00,592.15,153.85,427.44,0.00
817.31,484.92,237.10,493.68,604.16,592.15,0.00,577.11,713.87,0.00
1264.61,894.13,811.98,807.55,553.11,153.85,577.11,0.00,577.16,0.00
957.92,650.35,852.78,509.75,118.59,427.44,713.87,577.16,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
