# instance,rnd-n8-s2
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
8,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3669.79
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,3058.16,2126.02,5.9684,356.21
2,644.05,496.08,1.2471,397.80
3,923.01,731.75,2.1434,341.40
4,1132.03,817.07,2.1631,377.73
5,1270.95,937.71,2.2381,418.98
6,2118.75,1316.83,4.9883,263.99
7,682.62,446.00,1.1638,383.22
8,1680.27,1056.17,3.7720,280.00
# distance matrix (nm), rows/cols 0..n+1
0.00,1093.31,1224.15,1180.91,488.48,1147.52,1031.76,136.48,573.27,0.00
1093.31,0.00,172.40,126.03,1024.70,57.02,488.89,993.06,677.12,0.00
1224.15,172.40,0.00,216.33,1094.81,153.97,448.56,1114.47,753.11,0.00
1180.91,126.03,216.33,0.00,1142.94,81.55,607.60,1088.48,795.73,0.00
488.48,1024.70,1094.81,1142.94,0.00,1081.15,746.39,374.98,347.58,0.00
1147.52,57.02,153.97,81.55,1081.15,0.00,526.16,1048.63,733.60,0.00
1031.76,488.89,448.56,607.60,746.39,526.16,0.00,899.61,463.78,0.00
136.48,993.06,1114.47,1088.48,374.98,1048.63,899.61,0.00,438.65,0.00
573.27,677.12,753.11,795.73,347.58,733.60,463.78,438.65,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
