# instance,rnd-n10-s10
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3465.19
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,996.58,657.53,2.0804,316.07
2,1600.13,1170.55,3.3653,347.83
3,1265.84,960.24,2.2844,420.35
4,2887.66,2019.31,5.0708,398.22
5,1550.25,1163.78,3.4448,337.84
6,1043.80,778.77,2.0998,370.88
7,1754.27,1310.19,4.3664,300.06
8,615.14,410.30,1.3510,303.69
9,1771.76,1300.71,3.3321,390.35
10,1339.05,984.73,3.2670,301.42
# distance matrix (nm), rows/cols 0..n+1
0.00,370.58,656.74,474.08,865.10,1189.51,817.31,1264.61,957.92,1043.83,1251.42,0.00
370.58,0.00,403.34,142.62,541.37,823.53,484.92,894.13,650.35,681.02,884.27,0.00
656.74,403.34,0.00,480.09,734.99,813.85,237.10,811.98,852.78,716.81,856.65,0.00
474.08,142.62,480.09,0.00,403.74,719.56,493.68,807.55,509.75,571.78,782.72,0.00
865.10,541.37,734.99,403.74,0.00,416.22,604.16,553.11,118.59,277.90,479.62,0.00
1189.51,823.53,813.85,719.56,416.22,0.00,592.15,153.85,427.44,150.43,65.05,0.00
817.31,484.92,237.10,493.68,604.16,592.15,0.00,577.11,713.87,514.97,629.45,0.00
1264.61,894.13,811.98,807.55,553.11,153.85,577.11,0.00,577.16,275.42,117.77,0.00
957.92,650.35,852.78,509.75,118.59,427.44,713.87,577.16,0.00,315.76,484.86,0.00
1043.83,681.02,716.81,571.78,277.90,150.43,514.97,275.42,315.76,0.00,215.32,0.00
1251.42,884.27,856.65,782.72,479.62,65.05,629.45,117.77,484.86,215.32,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
