# instance,rnd-n10-s5
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
10,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3249.22
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,1478.66,899.07,3.5592,252.60
2,2164.16,1451.96,4.4153,328.84
3,1066.64,714.59,2.5092,284.79
4,1965.35,1192.62,4.4616,267.31
5,877.97,533.53,1.9665,271.31
6,2283.64,1750.84,4.4202,396.10
7,2166.92,1418.83,4.0876,347.10
8,2707.68,1882.21,4.5140,416.97
9,833.41,593.47,1.4581,407.03
10,1966.20,1251.66,3.4661,361.12
# distance matrix (nm), rows/cols 0..n+1
0.00,216.23,651.57,912.65,1023.39,1210.72,295.81,544.25,1253.50,365.54,861.02,0.00
216.23,0.00,464.15,739.34,840.33,1032.51,182.45,421.77,1090.28,245.75,664.91,0.00
651.57,464.15,0.00,280.65,376.19,568.72,369.51,238.60,634.78,315.91,213.22,0.00
912.65,739.34,280.65,0.00,126.47,298.56,618.75,401.01,354.13,553.14,172.82,0.00
1023.39,840.33,376.19,126.47,0.00,194.44,732.69,525.02,287.69,669.63,199.08,0.00
1210.72,1032.51,568.72,298.56,194.44,0.00,917.26,694.46,136.72,851.62,390.07,0.00
295.81,182.45,369.51,618.75,732.69,917.26,0.00,254.08,957.69,71.50,582.65,0.00
544.25,421.77,238.60,401.01,525.02,694.46,254.08,0.00,717.84,182.66,423.06,0.00
1253.50,1090.28,634.78,354.13,287.69,136.72,957.69,717.84,0.00,888.60,485.24,0.00
365.54,245.75,315.91,553.14,669.63,851.62,71.50,182.66,888.60,0.00,528.42,0.00
861.02,664.91,213.22,172.82,199.08,390.07,582.65,423.06,485.24,528.42,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
