# instance,rnd-n15-s9
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
15,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3396.82
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2830.68,1911.23,4.9084,389.38
2,1459.93,1117.63,2.5181,443.83
3,950.48,730.07,1.9626,371.99
4,599.94,380.65,1.4178,268.48
5,898.76,645.46,1.5426,418.41
6,521.63,347.82,1.3033,266.87
7,1918.18,1412.53,4.4420,317.99
8,2697.00,2090.19,5.5270,378.18
9,1260.85,853.67,2.9180,292.56
10,1098.00,672.14,2.1924,306.58
11,1079.72,655.83,1.8125,361.83
12,1004.15,774.63,2.1328,363.19
13,948.94,636.70,1.5898,400.50
14,1352.86,937.15,2.7428,341.68
15,2550.23,1609.62,4.6060,349.46
# distance matrix (nm), rows/cols 0..n+1
0.00,938.06,731.74,482.28,751.15,1132.32,411.24,567.67,351.80,750.09,547.54,602.60,1168.74,866.86,1014.97,588.89,0.00
938.06,0.00,207.50,457.49,234.79,216.40,820.22,489.93,645.23,566.60,928.91,549.31,403.55,417.25,372.07,785.80,0.00
731.74,207.50,0.00,254.59,107.80,405.09,630.53,313.24,441.56,454.57,754.21,389.77,513.22,368.90,412.47,623.61,0.00
482.28,457.49,254.59,0.00,302.04,659.64,479.43,274.35,253.37,496.71,633.37,363.75,742.35,508.88,612.81,544.25,0.00
751.15,234.79,107.80,302.04,0.00,387.60,587.55,255.67,428.50,356.63,694.27,316.02,440.40,261.24,319.54,553.03,0.00
1132.32,216.40,405.09,659.64,387.60,0.00,960.33,629.62,816.04,632.75,1043.62,665.58,260.03,447.87,323.09,889.66,0.00
411.24,820.22,630.53,479.43,587.55,960.33,0.00,332.84,228.77,407.31,165.31,301.75,908.07,575.64,742.47,181.20,0.00
567.67,489.93,313.24,274.35,255.67,629.62,332.84,0.00,216.27,226.85,442.17,91.31,609.32,299.48,450.06,311.65,0.00
351.80,645.23,441.56,253.37,428.50,816.04,228.77,216.27,0.00,408.66,389.19,256.36,822.75,515.09,665.59,331.94,0.00
750.09,566.60,454.57,496.71,356.63,632.75,407.31,226.85,408.66,0.00,432.92,153.42,518.45,191.00,354.82,274.89,0.00
547.54,928.91,754.21,633.37,694.27,1043.62,165.31,442.17,389.19,432.92,0.00,381.61,951.37,621.26,787.35,158.18,0.00
602.60,549.31,389.77,363.75,316.02,665.58,301.75,91.31,256.36,153.42,381.61,0.00,608.42,279.34,443.57,237.03,0.00
1168.74,403.55,513.22,742.35,440.40,260.03,908.07,609.32,822.75,518.45,951.37,608.42,0.00,333.38,165.77,793.30,0.00
866.86,417.25,368.90,508.88,261.24,447.87,575.64,299.48,515.09,191.00,621.26,279.34,333.38,0.00,167.67,463.16,0.00
1014.97,372.07,412.47,612.81,319.54,323.09,742.47,450.06,665.59,354.82,787.35,443.57,165.77,167.67,0.00,629.18,0.00
588.89,785.80,623.61,544.25,553.03,889.66,181.20,311.65,331.94,274.89,158.18,237.03,793.30,463.16,629.18,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
