# instance,rnd-n20-s4
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
20,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,3577.03
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,2366.65,1761.68,5.0669,347.68
2,2217.85,1356.09,4.0817,332.24
3,1647.32,1193.76,3.2517,367.12
4,2546.57,1784.70,4.4444,401.56
5,1906.84,1462.14,3.4922,418.69
6,1372.85,1004.35,3.1728,316.56
7,1427.12,1092.87,2.9066,375.99
8,736.22,506.00,1.2974,390.00
9,1644.58,1196.38,3.5685,335.26
10,2176.77,1414.45,4.5818,308.71
11,2507.33,1907.96,4.6835,407.38
12,549.43,331.48,1.1217,295.51
13,913.44,575.14,2.2356,257.26
14,2072.61,1649.76,4.9171,335.52
15,2181.18,1643.13,4.3783,375.29
16,2072.38,1631.95,4.1664,391.70
17,1998.69,1414.87,4.4465,318.20
18,2455.41,1521.27,4.3153,352.53
19,2038.75,1293.51,4.3654,296.31
20,2980.86,2226.18,5.3767,414.04
# distance matrix (nm), rows/cols 0..n+1
0.00,1113.29,819.41,567.51,986.31,1232.91,156.16,1155.93,272.84,1001.47,534.02,920.81,1078.20,309.57,716.06,693.71,749.74,285.50,463.46,1139.77,460.01,0.00
1113.29,0.00,301.98,1130.75,135.13,347.93,1075.22,44.22,858.30,313.21,858.77,192.83,42.84,1030.39,567.50,421.40,421.99,831.05,943.84,36.44,745.28,0.00
819.41,301.98,0.00,924.45,197.31,544.22,796.75,341.94,576.63,365.73,654.28,114.53,263.06,775.41,416.04,127.51,250.97,542.93,721.43,333.26,502.81,0.00
567.51,1130.75,924.45,0.00,998.41,1076.04,412.33,1173.68,487.78,879.59,273.41,974.40,1112.73,269.44,566.54,815.01,711.47,540.71,208.02,1141.44,430.71,0.00
986.31,135.13,197.31,998.41,0.00,358.34,942.79,179.29,727.29,232.78,725.75,84.36,114.71,895.42,438.66,301.71,287.87,702.30,809.52,155.19,610.18,0.00
1232.91,347.93,544.22,1076.04,358.34,0.00,1151.96,353.35,960.26,231.45,831.88,440.08,380.18,1062.19,542.46,617.24,485.25,951.76,931.34,318.29,790.89,0.00
156.16,1075.22,796.75,412.33,942.79,1151.96,0.00,1119.06,220.24,922.80,395.23,886.85,1044.00,154.71,616.75,669.34,680.98,259.94,315.03,1097.98,361.41,0.00
1155.93,44.22,341.94,1173.68,179.29,353.35,1119.06,0.00,901.90,345.42,901.99,235.12,78.89,1074.61,609.58,463.23,465.72,874.19,987.54,40.68,789.47,0.00
272.84,858.30,576.63,487.78,727.29,960.26,220.24,901.90,0.00,728.88,329.81,668.47,826.01,241.84,447.75,449.17,478.29,53.72,304.18,882.27,199.01,0.00
1001.47,313.21,365.73,879.59,232.78,231.45,922.80,345.42,728.88,0.00,621.33,289.25,320.49,839.30,322.99,408.76,254.61,720.48,717.95,305.43,562.75,0.00
534.02,858.77,654.28,273.41,725.75,831.88,395.23,901.99,329.81,621.33,0.00,701.07,839.85,257.72,300.31,550.19,438.34,371.04,100.94,870.62,184.36,0.00
920.81,192.83,114.53,974.40,84.36,440.08,886.85,235.12,668.47,289.25,701.07,0.00,157.77,850.89,430.29,228.63,266.86,639.48,778.37,221.69,569.07,0.00
1078.20,42.84,263.06,1112.73,114.71,380.18,1044.00,78.89,826.01,320.49,839.85,157.77,0.00,1003.76,553.28,384.96,401.59,797.24,922.50,79.00,719.69,0.00
309.57,1030.39,775.41,269.44,895.42,1062.19,154.71,1074.61,241.84,839.30,257.72,850.89,1003.76,0.00,519.74,652.06,615.81,295.13,166.42,1048.93,285.86,0.00
716.06,567.50,416.04,566.54,438.66,542.46,616.75,609.58,447.75,322.99,300.31,430.29,553.28,519.74,0.00,352.53,166.80,455.59,395.28,576.05,257.47,0.00
693.71,421.40,127.51,815.01,301.71,617.24,669.34,463.23,449.17,408.76,550.19,228.63,384.96,652.06,352.53,0.00,209.46,415.61,608.92,450.01,386.86,0.00
749.74,421.99,250.97,711.47,287.87,485.25,680.98,465.72,478.29,254.61,438.34,266.86,401.59,615.81,166.80,209.46,0.00,466.84,521.85,436.60,330.34,0.00
285.50,831.05,542.93,540.71,702.30,951.76,259.94,874.19,53.72,720.48,371.04,639.48,797.24,295.13,455.59,415.61,466.84,0.00,353.59,856.49,221.43,0.00
463.46,943.84,721.43,208.02,809.52,931.34,315.03,987.54,304.18,717.95,100.94,778.37,922.50,166.42,395.28,608.92,521.85,353.59,0.00,957.69,223.05,0.00
1139.77,36.44,333.26,1141.44,155.19,318.29,1097.98,40.68,882.27,305.43,870.62,221.69,79.00,1048.93,576.05,450.01,436.60,856.49,957.69,0.00,763.25,0.00
460.01,745.28,502.81,430.71,610.18,790.89,361.41,789.47,199.01,562.75,184.36,569.07,719.69,285.86,257.47,386.86,330.34,221.43,223.05,763.25,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
