# instance,rnd-n15-s8
# n,v_knots,F_per_h,c_per_tonmile,w_tons,PR_tons_h,S_h,P,Qmax_tons
15,12.5000,500.0000,0.003200,1500.00,150.00,1.00,1.0000,2948.32
# plant,CAP_tons,I0_tons,CR_tons_h,deadline_h
1,815.66,502.49,1.6845,298.31
2,1060.87,698.43,2.4290,287.53
3,1237.46,936.70,2.4509,382.18
4,2456.94,1869.74,4.6266,404.13
5,2117.78,1362.17,5.1560,264.19
6,1329.80,897.28,2.2999,390.14
7,1799.98,1266.66,3.3770,375.09
8,872.22,601.14,2.1258,282.79
9,954.57,676.02,2.3683,285.44
10,1504.19,1125.00,2.6118,430.73
11,2145.13,1714.86,4.4790,382.87
12,694.46,437.03,1.3427,325.48
13,1822.52,1370.14,3.1091,440.68
14,1544.93,1021.58,3.6432,280.41
15,1490.27,1017.70,3.6896,275.83
# distance matrix (nm), rows/cols 0..n+1
0.00,744.29,1096.53,909.16,974.91,1150.25,1156.25,1150.73,753.90,1093.04,983.35,245.05,150.14,581.34,521.01,224.63,0.00
744.29,0.00,405.49,174.34,431.75,411.07,439.23,422.41,436.58,349.05,363.32,669.15,640.31,495.45,719.63,634.86,0.00
1096.53,405.49,0.00,242.05,246.38,178.75,88.41,122.35,476.40,224.52,151.89,957.36,967.84,649.96,892.41,935.76,0.00
909.16,174.34,242.05,0.00,345.35,241.09,265.73,248.15,454.05,191.14,248.70,810.13,795.94,572.37,813.64,780.31,0.00
974.91,431.75,246.38,345.35,0.00,417.56,334.47,367.05,259.11,440.03,108.15,795.95,832.38,450.73,680.43,783.72,0.00
1150.25,411.07,178.75,241.09,417.56,0.00,108.47,62.36,620.78,82.71,313.14,1044.44,1035.64,774.78,1019.81,1016.67,0.00
1156.25,439.23,88.41,265.73,334.47,108.47,0.00,46.16,562.47,177.11,239.46,1028.72,1032.44,731.93,975.60,1004.95,0.00
1150.73,422.41,122.35,248.15,367.05,62.36,46.16,0.00,584.03,133.64,266.61,1032.33,1030.67,746.92,991.60,1006.79,0.00
753.90,436.58,476.40,454.05,259.11,620.78,562.47,584.03,0.00,614.92,325.18,551.98,605.47,194.24,422.12,546.26,0.00
1093.04,349.05,224.52,191.14,440.03,82.71,177.11,133.64,614.92,0.00,332.00,1001.15,984.40,753.69,997.47,970.92,0.00
983.35,363.32,151.89,248.70,108.15,313.14,239.46,266.61,325.18,332.00,0.00,825.86,847.48,503.48,743.73,807.99,0.00
245.05,669.15,957.36,810.13,795.95,1044.44,1028.72,1032.33,551.98,1001.15,825.86,0.00,118.09,363.52,277.03,45.47,0.00
150.14,640.31,967.84,795.94,832.38,1035.64,1032.44,1030.67,605.47,984.40,847.48,118.09,0.00,431.20,390.13,82.63,0.00
581.34,495.45,649.96,572.37,450.73,774.78,731.93,746.92,194.24,753.69,503.48,363.52,431.20,0.00,245.05,363.56,0.00
521.01,719.63,892.41,813.64,680.43,1019.81,975.60,991.60,422.12,997.47,743.73,277.03,390.13,245.05,0.00,307.61,0.00
224.63,634.86,935.76,780.31,783.72,1016.67,1004.95,1006.79,546.26,970.92,807.99,45.47,82.63,363.56,307.61,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
